region,date,median,lower_90,upper_90,lower_50,upper_50,confidence
Amazonas,2020-03-07,1,1,1,1,1,1
Amazonas,2020-03-08,0,0,0,0,0,1
Amazonas,2020-03-09,0.5,0,1,0,1,1
Amazonas,2020-03-10,0.5,0,1,0,1,1
Amazonas,2020-03-11,0,0,1,0,0,1
Amazonas,2020-03-12,0,0,1,0,0,1
Amazonas,2020-03-13,0,0,1,0,0,1
Amazonas,2020-03-14,0,0,1,0,0,1
Amazonas,2020-03-15,0,0,1,0,0,1
Amazonas,2020-03-16,0,0,1,0,0,1
Amazonas,2020-03-17,0,0,1,0,0,1
Amazonas,2020-03-18,0,0,1,0,0,1
Amazonas,2020-03-19,0,0,1,0,0,1
Amazonas,2020-03-20,0,0,1,0,0,1
Amazonas,2020-03-21,0,0,1,0,0,1
Amazonas,2020-03-22,0,0,1,0,0,1
Amazonas,2020-03-23,0,0,1,0,0,1
Amazonas,2020-03-24,0,0,1,0,0,1
Amazonas,2020-03-25,0,0,1,0,0,1
Amazonas,2020-03-26,0,0,1,0,0,1
Amazonas,2020-03-27,0,0,1,0,0,1
Amazonas,2020-03-28,0,0,1,0,0,1
Amazonas,2020-03-29,0,0,1,0,0,1
Amazonas,2020-03-30,0,0,1,0,0,1
Amazonas,2020-03-31,1,0,2,0,1,1
Amazonas,2020-04-01,1,0,2,0,1,1
Amazonas,2020-04-02,1,0,2,0,1,1
Amazonas,2020-04-03,1,0,3,0,1,1
Amazonas,2020-04-04,1,0,3,0,1,1
Amazonas,2020-04-05,1,0,3,0,1,1
Amazonas,2020-04-06,2,0,4,1,2,1
Amazonas,2020-04-07,2,0,5,0,2,1
Amazonas,2020-04-08,3,0,6,1,3,1
Amazonas,2020-04-09,3,0,7,2,4,1
Amazonas,2020-04-10,4,1,8,1,4,1
Amazonas,2020-04-11,5,1,9,2,5,1
Amazonas,2020-04-12,6,1,11,4,7,1
Amazonas,2020-04-13,8,2,13,5,9,1
Amazonas,2020-04-14,9,3,15,7,11,1
Amazonas,2020-04-15,11,4,17,7,12,1
Amazonas,2020-04-16,13,6,20,9,14,1
Amazonas,2020-04-17,16,8,23,11,17,1
Amazonas,2020-04-18,18,9,25,14,20,1
Amazonas,2020-04-19,21,11,28,15,22,1
Amazonas,2020-04-20,24,14,33,19,26,1
Amazonas,2020-04-21,26,16,36,23,30,1
Amazonas,2020-04-22,30,19,39,24,32,1
Amazonas,2020-04-23,33,23,44,29,37,1
Amazonas,2020-04-24,36,24,47,30,39,1
Amazonas,2020-04-25,40,30,52,34,43,1
Amazonas,2020-04-26,45,33,57,37,47,1
Amazonas,2020-04-27,49,35,60,41,51,1
Amazonas,2020-04-28,53,41,66,50,60,1
Amazonas,2020-04-29,58,46,70,52,62,1
Amazonas,2020-04-30,61,50,73,54,64,1
Amazonas,2020-05-01,65,50,76,59,69,1
Amazonas,2020-05-02,68,54,80,62,72,1
Amazonas,2020-05-03,70,56,82,63,73,1
Amazonas,2020-05-04,70,57,84,63,74,1
Amazonas,2020-05-05,70,54,81,61,72,1
Amazonas,2020-05-06,69,54,82,61,72,1
Amazonas,2020-05-07,68,53,80,59,70,1
Amazonas,2020-05-08,64,52,78,55,66,1
Amazonas,2020-05-09,61,46,71,55,64,1
Amazonas,2020-05-10,58,45,69,51,61,1
Amazonas,2020-05-11,56,45,68,49,59,1
Amazonas,2020-05-12,55,42,65,50,59,1
Amazonas,2020-05-13,54,41,65,46,56,1
Amazonas,2020-05-14,52,40,63,45,54,1
Amazonas,2020-05-15,51,38,62,44,54,1
Amazonas,2020-05-16,49,39,60,45,53,1
Amazonas,2020-05-17,46,36,57,42,50,1
Amazonas,2020-05-18,45,33,55,37,46,1
Amazonas,2020-05-19,44,33,54,38,46,1
Amazonas,2020-05-20,43,31,53,36,45,1
Amazonas,2020-05-21,41,29,52,34,43,1
Amazonas,2020-05-22,38,26,48,31,40,1
Amazonas,2020-05-23,34,23,45,30,38,1
Amazonas,2020-05-24,29,21,39,25,32,1
Amazonas,2020-05-25,25,17,33,21,27,1
Amazonas,2020-05-26,22,13,28,18,24,1
Amazonas,2020-05-27,21,13,27,16,22,1
Amazonas,2020-05-28,21,14,28,18,23,1
Amazonas,2020-05-29,21,12,26,17,22,1
Amazonas,2020-05-30,21,13,27,16,22,1
Amazonas,2020-05-31,20,12,27,18,23,1
Amazonas,2020-06-01,19,12,26,14,20,1
Amazonas,2020-06-02,18,12,25,15,20,1
Amazonas,2020-06-03,17,10,23,13,18,1
Amazonas,2020-06-04,16,10,22,11,16,1
Amazonas,2020-06-05,15,9,21,11,16,1
Amazonas,2020-06-06,14,7,19,10,15,1
Amazonas,2020-06-07,13,7,18,10,14,1
Amazonas,2020-06-08,12,7,18,9,13,1
Amazonas,2020-06-09,12,7,17,8,12,0.99
Amazonas,2020-06-10,11,6,16,8,12,0.99
Amazonas,2020-06-11,10,6,15,8,11,0.99
Amazonas,2020-06-12,10,4,14,6,10,0.99
Amazonas,2020-06-13,9,4,14,6,10,0.98
Amazonas,2020-06-14,9,4,13,5,9,0.98
Amazonas,2020-06-15,9,3,13,6,10,0.97
Amazonas,2020-06-16,10,5,14,6,10,0.96
Amazonas,2020-06-17,10,4,14,7,11,0.95
Amazonas,2020-06-18,11,5,16,8,12,0.94
Amazonas,2020-06-19,12,6,17,9,13,0.92
Amazonas,2020-06-20,12,6,18,8,13,0.9
Amazonas,2020-06-21,13,6,19,9,14,0.88
Amazonas,2020-06-22,14,8,21,9,14,0.84
Amazonas,2020-06-23,15,8,22,11,16,0.8
Amazonas,2020-06-24,15,6,23,9,16,0.74
Antioquia,2020-02-29,1,1,1,1,1,1
Antioquia,2020-03-01,0.5,0,1,0,1,1
Antioquia,2020-03-02,0,0,0,0,0,1
Antioquia,2020-03-03,0,0,0,0,0,1
Antioquia,2020-03-04,0,0,1,0,0,1
Antioquia,2020-03-05,0,0,1,0,0,1
Antioquia,2020-03-06,0,0,1,0,0,1
Antioquia,2020-03-07,0,0,1,0,0,1
Antioquia,2020-03-08,0,0,1,0,0,1
Antioquia,2020-03-09,0,0,1,0,0,1
Antioquia,2020-03-10,0,0,1,0,0,1
Antioquia,2020-03-11,0,0,1,0,0,1
Antioquia,2020-03-12,0,0,1,0,0,1
Antioquia,2020-03-13,0,0,1,0,0,1
Antioquia,2020-03-14,0,0,1,0,0,1
Antioquia,2020-03-15,0,0,1,0,0,1
Antioquia,2020-03-16,0,0,1,0,0,1
Antioquia,2020-03-17,0,0,1,0,0,1
Antioquia,2020-03-18,0,0,1,0,0,1
Antioquia,2020-03-19,0,0,1,0,0,1
Antioquia,2020-03-20,0,0,1,0,0,1
Antioquia,2020-03-21,0,0,2,0,0,1
Antioquia,2020-03-22,1,0,2,0,1,1
Antioquia,2020-03-23,1,0,2,0,1,1
Antioquia,2020-03-24,1,0,2,0,1,1
Antioquia,2020-03-25,1,0,3,0,1,1
Antioquia,2020-03-26,1,0,3,0,1,1
Antioquia,2020-03-27,1,0,4,0,1,1
Antioquia,2020-03-28,2,0,4,1,2,1
Antioquia,2020-03-29,2,0,5,0,2,1
Antioquia,2020-03-30,3,0,6,1,3,1
Antioquia,2020-03-31,3,0,7,2,4,1
Antioquia,2020-04-01,4,0,8,1,4,1
Antioquia,2020-04-02,5,1,10,3,6,1
Antioquia,2020-04-03,7,2,12,3,7,1
Antioquia,2020-04-04,8,2,14,6,10,1
Antioquia,2020-04-05,10,3,16,6,11,1
Antioquia,2020-04-06,13,5,19,7,13,1
Antioquia,2020-04-07,15,7,22,11,17,1
Antioquia,2020-04-08,18,10,26,16,22,1
Antioquia,2020-04-09,21,14,30,15,22,1
Antioquia,2020-04-10,25,15,33,20,27,1
Antioquia,2020-04-11,29,19,38,24,31,1
Antioquia,2020-04-12,33,22,41,29,36,1
Antioquia,2020-04-13,36,27,45,32,39,1
Antioquia,2020-04-14,39,27,49,33,41,1
Antioquia,2020-04-15,40,28,52,32,42,1
Antioquia,2020-04-16,39,28,53,32,42,1
Antioquia,2020-04-17,35,21,48,28,39,1
Antioquia,2020-04-18,29,17,42,21,31,1
Antioquia,2020-04-19,21,10,31,16,24,1
Antioquia,2020-04-20,13,5,21,7,13,1
Antioquia,2020-04-21,7,3,12,3,7,1
Antioquia,2020-04-22,5,1,8,2,5,1
Antioquia,2020-04-23,4,0,7,3,5,1
Antioquia,2020-04-24,4,0,7,3,5,1
Antioquia,2020-04-25,5,1,8,3,5,1
Antioquia,2020-04-26,5,1,8,2,5,1
Antioquia,2020-04-27,5,2,9,2,5,1
Antioquia,2020-04-28,6,2,10,3,6,1
Antioquia,2020-04-29,6,3,11,4,7,1
Antioquia,2020-04-30,7,3,12,3,7,1
Antioquia,2020-05-01,8,3,13,5,9,1
Antioquia,2020-05-02,10,3,15,7,11,1
Antioquia,2020-05-03,11,5,17,8,12,1
Antioquia,2020-05-04,12,5,18,8,13,1
Antioquia,2020-05-05,14,6,20,10,15,1
Antioquia,2020-05-06,16,8,23,9,16,1
Antioquia,2020-05-07,18,10,26,14,20,1
Antioquia,2020-05-08,21,11,28,15,22,1
Antioquia,2020-05-09,23,13,31,19,26,1
Antioquia,2020-05-10,26,16,35,21,28,1
Antioquia,2020-05-11,29,18,39,24,32,1
Antioquia,2020-05-12,33,21,42,29,37,1
Antioquia,2020-05-13,36,26,47,31,39,1
Antioquia,2020-05-14,40,29,51,34,43,1
Antioquia,2020-05-15,44,32,54,38,47,1
Antioquia,2020-05-16,48,35,57,41,50,1
Antioquia,2020-05-17,52,40,62,45,54,1
Antioquia,2020-05-18,54,42,64,48,57,1
Antioquia,2020-05-19,56,42,66,49,59,1
Antioquia,2020-05-20,56,42,66,53,62,1
Antioquia,2020-05-21,55,42,65,49,58,1
Antioquia,2020-05-22,54,41,65,47,57,1
Antioquia,2020-05-23,54,40,65,47,57,1
Antioquia,2020-05-24,54,40,66,45,56,1
Antioquia,2020-05-25,57,41,68,50,60,1
Antioquia,2020-05-26,60,45,72,52,63,1
Antioquia,2020-05-27,64,49,77,56,67,1
Antioquia,2020-05-28,67,52,81,58,70,1
Antioquia,2020-05-29,70,54,85,61,73,1
Antioquia,2020-05-30,73,58,90,67,79,1
Antioquia,2020-05-31,77,61,93,68,81,1
Antioquia,2020-06-01,82,65,98,73,86,1
Antioquia,2020-06-02,86,68,102,76,90,1
Antioquia,2020-06-03,91,72,109,81,96,1
Antioquia,2020-06-04,96,76,115,85,100,1
Antioquia,2020-06-05,103,79,122,89,108,1
Antioquia,2020-06-06,110,89,130,97,114,1
Antioquia,2020-06-07,118,98,141,106,123,1
Antioquia,2020-06-08,127,102,146,116,134,1
Antioquia,2020-06-09,133,112,154,119,137,1
Antioquia,2020-06-10,140,117,162,127,145,1
Antioquia,2020-06-11,147,122,171,134,153,1
Antioquia,2020-06-12,154,128,179,143,163,1
Antioquia,2020-06-13,161,134,188,147,169,1
Antioquia,2020-06-14,170,142,200,153,177,1
Antioquia,2020-06-15,179,149,211,162,186,1
Antioquia,2020-06-16,192,157,222,176,202,1
Antioquia,2020-06-17,202,168,234,184,211,1
Antioquia,2020-06-18,217,182,250,198,227,0.99
Antioquia,2020-06-19,234.5,196,264,221,248,0.99
Antioquia,2020-06-20,250,212,283,239,266,0.99
Antioquia,2020-06-21,266,225,301,249,279,0.99
Antioquia,2020-06-22,281,245,321,263,293,0.98
Antioquia,2020-06-23,300,261,337,282,313,0.98
Antioquia,2020-06-24,317,278,354,298,330,0.97
Antioquia,2020-06-25,337.5,297,372,320,353,0.97
Antioquia,2020-06-26,360,321,398,339,370,0.96
Antioquia,2020-06-27,380,343,424,362,394,0.94
Antioquia,2020-06-28,400,361,436,386,414,0.93
Antioquia,2020-06-29,420,380,452,403,432,0.91
Antioquia,2020-06-30,437,398,472,425,453,0.88
Antioquia,2020-07-01,450,412,487,431,462,0.85
Antioquia,2020-07-02,462,425,499,449,479,0.81
Arauca,2020-04-04,1,1,1,1,1,1
Arauca,2020-04-05,0,0,0,0,0,1
Arauca,2020-04-06,0.5,0,1,0,1,1
Arauca,2020-04-07,0.5,0,1,0,1,1
Arauca,2020-04-08,0,0,1,0,0,1
Arauca,2020-04-09,0,0,1,0,0,1
Arauca,2020-04-10,0,0,1,0,0,1
Arauca,2020-04-11,0,0,1,0,0,1
Arauca,2020-04-12,0,0,1,0,0,1
Arauca,2020-04-13,0,0,1,0,0,1
Arauca,2020-04-14,0,0,1,0,0,1
Arauca,2020-04-15,0,0,1,0,0,1
Arauca,2020-04-16,0,0,1,0,0,1
Arauca,2020-04-17,0,0,1,0,0,1
Arauca,2020-04-18,0,0,1,0,0,1
Arauca,2020-04-19,0,0,1,0,0,1
Arauca,2020-04-20,0,0,1,0,0,1
Arauca,2020-04-21,0,0,1,0,0,1
Arauca,2020-04-22,0,0,1,0,0,1
Arauca,2020-04-23,0,0,1,0,0,1
Arauca,2020-04-24,0,0,1,0,0,1
Arauca,2020-04-25,0,0,1,0,0,1
Arauca,2020-04-26,0,0,1,0,0,1
Arauca,2020-04-27,0,0,1,0,0,1
Arauca,2020-04-28,0,0,1,0,0,1
Arauca,2020-04-29,0,0,1,0,0,1
Arauca,2020-04-30,0,0,1,0,0,1
Arauca,2020-05-01,0,0,1,0,0,1
Arauca,2020-05-02,0,0,1,0,0,1
Arauca,2020-05-03,0,0,1,0,0,1
Arauca,2020-05-04,0,0,1,0,0,1
Arauca,2020-05-05,0,0,1,0,0,1
Arauca,2020-05-06,0,0,1,0,0,1
Arauca,2020-05-07,0,0,1,0,0,1
Arauca,2020-05-08,0,0,1,0,0,1
Arauca,2020-05-09,0,0,0,0,0,1
Arauca,2020-05-10,0,0,0,0,0,1
Arauca,2020-05-11,0,0,0,0,0,1
Arauca,2020-05-12,0,0,0,0,0,1
